-250,-132.15
-248,-132.15
-246,-132.15
-244,-132.16
-242,-132.17
-240,-132.19
-238,-132.22
-236,-132.42
-234,-132.99
-232,-133.81
-231.71,-134
-230,-135.38
-229.39,-136
-228,-137.73
-227.82,-138
-227.07,-140
-226.56,-142
-226.38,-144
-226.42,-146
-226.44,-148
-226.46,-150
-226.48,-152
-226.49,-154
-226.49,-156
-226.46,-158
-226.41,-160
-226.31,-162
-226.18,-164
-226.01,-166
-226.09,-168
-226,-170
-226,-170
-224,-171
-222,-172
-222,-172
-220,-172.67
-218,-173.33
-216,-174
-216,-174
-214,-174.18
-212,-174.31
-210,-174.31
-208,-174.18
-206,-174
-206,-174
-204,-173.33
-202,-172.67
-200,-172
-200,-172
-198,-171
-196,-170
-196,-170
-195.9,-168
-195.97,-166
-195.79,-164
-195.65,-162
-195.55,-160
-195.48,-158
-195.44,-156
-195.43,-154
-195.42,-152
-195.43,-150
-195.46,-148
-195.51,-146
-195.55,-144
-195.38,-142
-194.92,-140
-194.23,-138
-194,-137.62
-192.81,-136
-192,-135.16
-190.56,-134
-190,-133.63
-188,-132.79
-186,-132.23
-184,-132.12
-182,-132.09
-180,-132.07
-178,-132.05
-176,-132.03
-174,-132.02
-172.02,-132
-172,-132
-170,-131.98
-168,-131.96
-166,-131.92
-164,-131.88
-162,-131.83
-160,-131.77
-158,-131.74
-156,-131.77
-154,-131.82
-152,-131.87
-150,-131.92
-148,-131.96
-146,-131.98
-144,-132
-143.85,-132
-142,-132.01
-140,-132.03
-138,-132.05
-136,-132.07
-134,-132.09
-132,-132.12
-130,-132.21
-128,-132.7
-126,-133.46
-125.05,-134
-124,-134.75
-122.81,-136
-122,-137.23
-121.59,-138
-120.93,-140
-120.49,-142
-120.38,-144
-120.42,-146
-120.45,-148
-120.47,-150
-120.49,-152
-120.5,-154
-120.49,-156
-120.47,-158
-120.41,-160
-120.32,-162
-120.18,-164
-120.01,-166
-120.09,-168
-120,-170
-120,-170
-118,-171
-116,-172
-116,-172
-114,-172.67
-112,-173.33
-110,-174
-110,-174
-108,-174.18
-106,-174.31
-104,-174.3
-102,-174.18
-100,-174
-100,-174
-98,-173.33
-96,-172.67
-94,-172
-94,-172
-92,-171
-90,-170
-90,-170
-89.91,-168
-90,-166
-89.83,-164
-89.7,-162
-89.61,-160
-89.56,-158
-89.54,-156
-89.55,-154
-89.56,-152
-89.58,-150
-89.59,-148
-89.62,-146
-89.66,-144
-89.58,-142
-89.13,-140
-88.48,-138
-88,-137.05
-87.34,-136
-86,-134.61
-85.1,-134
-84,-133.41
-82,-132.67
-80,-132.2
-78,-132.12
-76,-132.09
-74,-132.07
-72,-132.05
-70,-132.03
-68,-132.01
-66.34,-132
-66,-132
-64,-131.98
-62,-131.95
-60,-131.92
-58,-131.87
-56,-131.81
-54,-131.76
-52,-131.72
-50,-131.76
-48,-131.81
-46,-131.87
-44,-131.92
-42,-131.95
-40,-131.98
-38,-132
-37.69,-132
-36,-132.01
-34,-132.03
-32,-132.05
-30,-132.07
-28,-132.09
-26,-132.12
-24,-132.19
-22,-132.63
-20,-133.32
-18.51,-134
-18,-134.3
-16.24,-136
-16,-136.44
-15.35,-138
-14.71,-140
-14.31,-142
-14.31,-144
-14.36,-146
-14.38,-148
-14.39,-150
-14.41,-152
-14.43,-154
-14.43,-156
-14.41,-158
-14.37,-160
-14.29,-162
-14.16,-164
-14,-165.97
-14,-166
-14,-166.06
-14.08,-168
-14,-170
-14,-170
-12,-171
-10,-172
-10,-172
-8,-172.67
-6,-173.33
-4,-174
-4,-174
-2,-174.18
0,-174.3
2,-174.31
4,-174.18
6,-174
6,-174
8,-173.33
10,-172.67
12,-172
12,-172
14,-171
16,-170
16,-170
16.09,-168
16.02,-166
16.2,-164
16.34,-162
16.45,-160
16.51,-158
16.55,-156
16.55,-154
16.56,-152
16.55,-150
16.53,-148
16.48,-146
16.43,-144
16.58,-142
17.04,-140
17.73,-138
18,-137.54
19.11,-136
20,-135.07
21.36,-134
22,-133.59
24,-132.77
26,-132.23
28,-132.12
30,-132.09
32,-132.07
34,-132.05
36,-132.03
38,-132.02
39.98,-132
40,-132
42,-131.98
44,-131.96
46,-131.92
48,-131.88
50,-131.83
52,-131.77
54,-131.74
56,-131.77
58,-131.83
60,-131.88
62,-131.92
64,-131.96
66,-131.98
68,-132
68.04,-132
70,-132.02
72,-132.03
74,-132.05
76,-132.07
78,-132.09
80,-132.12
82,-132.22
84,-132.75
86,-133.55
86.74,-134
88,-134.96
89,-136
90,-137.44
90.32,-138
91.01,-140
91.47,-142
91.61,-144
91.56,-146
91.53,-148
91.52,-150
91.5,-152
91.5,-154
91.49,-156
91.52,-158
91.57,-160
91.67,-162
91.81,-164
91.98,-166
91.91,-168
92,-170
92,-170
94,-171
96,-172
96,-172
98,-172.67
100,-173.33
102,-174
102,-174
104,-174.18
106,-174.31
108,-174.31
110,-174.18
112,-174
112,-174
114,-173.33
116,-172.67
118,-172
118,-172
120,-171
122,-170
122,-170
122.09,-168
122.02,-166
122.2,-164
122.34,-162
122.44,-160
122.51,-158
122.55,-156
122.56,-154
122.57,-152
122.56,-150
122.54,-148
122.49,-146
122.44,-144
122.6,-142
123.06,-140
123.76,-138
124,-137.59
125.16,-136
126,-135.12
127.41,-134
128,-133.62
130,-132.78
132,-132.23
134,-132.12
136,-132.09
138,-132.07
140,-132.05
142,-132.03
144,-132.02
145.99,-132
146,-132
148,-131.98
150,-131.96
152,-131.92
154,-131.88
156,-131.83
158,-131.78
160,-131.74
162,-131.78
164,-131.83
166,-131.88
168,-131.92
170,-131.96
172,-131.98
174,-132
174,-132
176,-132.02
178,-132.03
180,-132.05
182,-132.07
184,-132.1
186,-132.12
188,-132.23
190,-132.79
192,-133.64
192.56,-134
194,-135.16
194.8,-136
196,-137.63
196.23,-138
196.92,-140
197.38,-142
197.55,-144
197.51,-146
197.46,-148
197.43,-150
197.41,-152
197.43,-154
197.44,-156
197.48,-158
197.54,-160
197.65,-162
197.79,-164
197.97,-166
197.9,-168
198,-170
198,-170
200,-171
202,-172
202,-172
204,-172.67
206,-173.33
208,-174
208,-174
210,-174.18
212,-174.31
214,-174.32
216,-174.18
218,-174
218,-174
220,-173.33
222,-172.67
224,-172
224,-172
226,-171.01
228,-170
228,-170
228.18,-168
228.31,-166
228.44,-164
228.55,-162
228.64,-160
228.72,-158
228.77,-156
228.8,-154
228.79,-152
228.76,-150
228.71,-148
228.67,-146
228.71,-144
229.01,-142
229.45,-140
230,-138.07
230.03,-138
231.85,-136
232,-135.85
234,-134.01
234.02,-134
236,-133.26
238,-132.64
240,-132.26
242,-132.2
244,-132.18
246,-132.17
248,-132.16
250,-132.15
