-250,-132.07
-248,-132.07
-246,-132.08
-244,-132.09
-242,-132.1
-240,-132.11
-238,-132.13
-236,-132.15
-234,-132.2
-232,-132.58
-230,-133.24
-228.06,-134
-228,-134.03
-226,-135.9
-225.91,-136
-224.36,-138
-224,-139.1
-223.76,-140
-223.65,-142
-223.67,-144
-223.67,-146
-223.69,-148
-223.73,-150
-223.77,-152
-223.77,-154
-223.77,-156
-223.78,-158
-223.73,-160
-223.67,-162
-223.66,-164
-223.73,-166
-224,-168
-224,-168
-224,-168
-222.11,-170
-222,-170.11
-220,-172
-218,-172.41
-216,-172.81
-214,-173.21
-212,-173.61
-210,-174
-210,-174
-210,-174
-208,-173.5
-206,-173
-204,-172.5
-202,-172
-200,-170.11
-199.89,-170
-198,-168
-198,-168
-198,-168
-198.21,-166
-198,-164.14
-197.98,-164
-197.85,-162
-197.75,-160
-197.71,-158
-197.65,-156
-197.61,-154
-197.58,-152
-197.61,-150
-197.63,-148
-197.63,-146
-197.66,-144
-197.6,-142
-197.2,-140
-196.61,-138
-196,-136.47
-195.76,-136
-194,-134.2
-193.65,-134
-192,-133.25
-190,-132.54
-188,-132.14
-186,-132.09
-184,-132.06
-182,-132.04
-180,-132.02
-178.12,-132
-178,-132
-176,-131.98
-174,-131.94
-172,-131.87
-170,-131.76
-168,-131.63
-166,-131.45
-164,-131.26
-162,-131.07
-160,-130.89
-158,-130.78
-156,-130.87
-154,-131.04
-152,-131.23
-150,-131.43
-148,-131.6
-146,-131.75
-144,-131.86
-142,-131.93
-140,-131.97
-138,-132
-137.64,-132
-136,-132.02
-134,-132.04
-132,-132.06
-130,-132.08
-128,-132.12
-126,-132.41
-124,-133.14
-122,-134
-121.99,-134
-120,-135.87
-119.88,-136
-118.35,-138
-118,-139.16
-117.8,-140
-117.75,-142
-117.79,-144
-117.83,-146
-117.85,-148
-117.84,-150
-117.88,-152
-117.87,-154
-117.86,-156
-117.9,-158
-117.84,-160
-117.76,-162
-117.7,-164
-117.73,-166
-118,-168
-118,-168
-118,-168
-116.11,-170
-116,-170.11
-114,-172
-112,-172.31
-110,-172.59
-108,-172.82
-106,-172.97
-104,-172.83
-102,-172.6
-100,-172.32
-98,-172
-98,-172
-96,-171.01
-94,-170
-94,-170
-93.65,-168
-93.33,-166
-93.04,-164
-92.79,-162
-92.58,-160
-92.43,-158
-92.35,-156
-92.33,-154
-92.35,-152
-92.39,-150
-92.45,-148
-92.51,-146
-92.56,-144
-92.57,-142
-92.36,-140
-92,-138.13
-91.97,-138
-90.22,-136
-90,-135.78
-88.05,-134
-88,-133.96
-86,-133.07
-84,-132.34
-82,-132.12
-80,-132.08
-78,-132.06
-76,-132.04
-74,-132.02
-72.4,-132
-72,-132
-70,-131.97
-68,-131.93
-66,-131.85
-64,-131.74
-62,-131.6
-60,-131.42
-58,-131.22
-56,-131.02
-54,-130.85
-52,-130.74
-50,-130.85
-48,-131.02
-46,-131.22
-44,-131.42
-42,-131.6
-40,-131.74
