-250,-132.16
-248,-132.16
-246,-132.16
-244,-132.17
-242,-132.19
-240,-132.21
-238,-132.33
-236,-132.79
-234,-133.45
-232.8,-134
-232,-134.43
-230.01,-136
-230,-136.02
-228.97,-138
-228,-139.98
-227.99,-140
-228,-140.27
-228.06,-142
-228.09,-144
-228.06,-146
-228.08,-148
-228.12,-150
-228.18,-152
-228.24,-154
-228.3,-156
-228.34,-158
-228.33,-160
-228.28,-162
-228.19,-164
-228.03,-166
-228,-166.12
-227.58,-168
-228,-170
-226,-171.02
-224.05,-172
-224,-172.03
-222,-173.01
-220,-174
-220,-174
-218,-174.2
-216,-174.37
-214,-174.51
-212,-174.61
-210,-174.61
-208,-174.51
-206,-174.37
-204,-174.2
-202,-174
-202,-174
-200,-173.01
-198,-172.03
-197.94,-172
-196,-171.02
-194,-170
-194,-170
-193.88,-168
-193.77,-166
-193.68,-164
-193.65,-162
-193.61,-160
-193.6,-158
-193.64,-156
-193.68,-154
-193.71,-152
-193.69,-150
-193.66,-148
-193.66,-146
-193.73,-144
-193.77,-142
-193.43,-140
-192.77,-138
-192,-136.06
-191.97,-136
-190,-134.05
-189.91,-134
-188,-133.2
-186,-132.49
-184,-132.14
-182,-132.1
-180,-132.08
-178,-132.06
-176,-132.04
-174,-132.02
-172,-132
-171.56,-132
-170,-131.99
-168,-131.97
-166,-131.93
-164,-131.89
-162,-131.84
-160,-131.8
-158,-131.76
-156,-131.79
-154,-131.84
-152,-131.89
-150,-131.93
-148,-131.96
-146,-131.99
-144.17,-132
-144,-132
-142,-132.02
-140,-132.03
-138,-132.05
-136,-132.07
-134,-132.1
-132,-132.14
-130,-132.43
-128,-133.15
-126,-134
-126,-134
-124,-135.89
-123.9,-136
-122.54,-138
-122,-139.84
-121.96,-140
-122,-140.78
-122.06,-142
-122.12,-144
-122.09,-146
-122.08,-148
-122.13,-150
-122.18,-152
-122.24,-154
-122.29,-156
-122.34,-158
-122.33,-160
-122.28,-162
-122.19,-164
-122.03,-166
-122,-166.12
-121.58,-168
-122,-170
-120,-171.02
-118.05,-172
-118,-172.03
-116,-173.01
-114,-174
-114,-174
-112,-174.2
-110,-174.37
-108,-174.51
-106,-174.6
-104,-174.55
-102,-174.41
-100,-174.22
-98,-174
-98,-174
-96,-173.33
-94,-172.67
-92,-172
-92,-172
-90,-171
